instrument,cruise,quantile,beads.fsc.small,beads.D1,beads.D2,width,notch.small.D1,notch.small.D2,notch.large.D1,notch.large.D2,offset.small.D1,offset.small.D2,offset.large.D1,offset.large.D2
751,SCOPE_10,2.5,55808,34016,35120,5000,0.609,0.593,1.904,2.034,32,2032,-72242,-78393
751,SCOPE_10,50,56224,32816,33296,5000,0.583,0.556,1.91,2.04,32,2032,-74572,-81401
751,SCOPE_10,97.5,56496,32032,31792,5000,0.566,0.527,1.915,2.047,32,2032,-76158,-83855
