instrument,cruise,quantile,beads.fsc.small,beads.D1,beads.D2,width,notch.small.D1,notch.small.D2,notch.large.D1,notch.large.D2,offset.small.D1,offset.small.D2,offset.large.D1,offset.large.D2
751,KM1919,2.5,43472,20592,23376,5000,0.474,0.538,1.904,2.034,0,0,-62179,-65046
751,KM1919,50,44288,18704,21584,5000,0.422,0.487,1.91,2.04,0,0,-65886,-68764
751,KM1919,97.5,45024,17016,20192,5000,0.378,0.448,1.915,2.047,0,0,-69205,-71972
