instrument,cruise,quantile,beads.fsc.small,beads.D1,beads.D2,width,notch.small.D1,notch.small.D2,notch.large.D1,notch.large.D2,offset.small.D1,offset.small.D2,offset.large.D1,offset.large.D2
740,Thompson_11,2.5,48192,32864,35136,5000,0.682,0.729,1.64,1.637,0,0,-46171,-43754
740,Thompson_11,50,48992,30824,32768,5000,0.629,0.669,1.635,1.632,0,0,-49278,-47187
740,Thompson_11,97.5,49760,27228,29648,5000,0.547,0.596,1.63,1.627,0,0,-53881,-51312
