instrument,cruise,quantile,beads.fsc.small,beads.D1,beads.D2,width,notch.small.D1,notch.small.D2,notch.large.D1,notch.large.D2,offset.small.D1,offset.small.D2,offset.large.D1,offset.large.D2
740,SCOPE_Falkor1,2.5,53696,45632,50352,5000,0.85,0.938,1.64,1.637,0,0,-42429,-37548
740,SCOPE_Falkor1,50,54304,44592,49312,5000,0.821,0.908,1.635,1.632,0,0,-44195,-39312
740,SCOPE_Falkor1,97.5,54816,43580,48144,5000,0.795,0.878,1.63,1.627,0,0,-45770,-41042
