instrument,cruise,quantile,beads.fsc.small,beads.D1,beads.D2,width,notch.small.D1,notch.small.D2,notch.large.D1,notch.large.D2,offset.small.D1,offset.small.D2,offset.large.D1,offset.large.D2
740,KM1923_740,2.5,65000,43232,41812,5000,0.679,0.65,1.64,1.637,0,0,-46984,-48257
740,KM1923_740,50,65000,42048,40432,5000,0.646,0.614,1.635,1.632,0,0,-49048,-50515
740,KM1923_740,97.5,65000,40800,38848,5000,0.614,0.575,1.63,1.627,0,0,-51013,-52814
