instrument,cruise,quantile,beads.fsc.small,beads.D1,beads.D2,width,notch.small.D1,notch.small.D2,notch.large.D1,notch.large.D2,offset.small.D1,offset.small.D2,offset.large.D1,offset.large.D2
740,MESO_SCOPE,2.5,54112,31120,37328,5000,0.575,0.69,1.64,1.637,0,0,-57624,-51253
740,MESO_SCOPE,50,55152,29520,36208,5000,0.535,0.657,1.635,1.632,0,0,-60654,-53800
740,MESO_SCOPE,97.5,56112,27952,35196,5000,0.498,0.627,1.63,1.627,0,0,-63511,-56098
