instrument,cruise,quantile,beads.fsc.small,beads.D1,beads.D2,width,notch.small.D1,notch.small.D2,notch.large.D1,notch.large.D2,offset.small.D1,offset.small.D2,offset.large.D1,offset.large.D2
740,Thompson_0,2.5,35554,28928,33648,5000,0.814,0.946,1.64,1.637,0,0,-29381,-24554
740,Thompson_0,50,36928,28016,32256,5000,0.759,0.873,1.635,1.632,0,0,-32361,-28010
740,Thompson_0,97.5,37992,27200,30544,5000,0.716,0.804,1.63,1.627,0,0,-34727,-31269
