instrument,cruise,quantile,beads.fsc.small,beads.D1,beads.D2,width,notch.small.D1,notch.small.D2,notch.large.D1,notch.large.D2,offset.small.D1,offset.small.D2,offset.large.D1,offset.large.D2
740,Thompson_5,2.5,35824,12496,9856,5000,0.349,0.275,1.64,1.637,0,0,-46255,-48788
740,Thompson_5,50,36795,11584,7488,5000,0.315,0.204,1.635,1.632,0,0,-48576,-52561
740,Thompson_5,97.5,37573,10768,5216,5000,0.287,0.139,1.63,1.627,0,0,-50476,-55915
