time,pulse_width,D1,D2,fsc_small,fsc_perp,fsc_big,pe,chl_small,chl_big
16634,0,8864,10512,33216,18405,32752,29211,19685,32400
16634,0,12128,11520,14187,18181,32736,16501,16048,32384
16634,0,12128,11520,14187,18181,32736,16501,16048,32384
16634,0,43184,42416,44805,15509,32725,18069,17323,32384
16634,0,43184,42416,44805,15509,32725,18069,17323,32384
16634,0,34032,34736,22037,16683,32731,16912,15019,32384
16634,0,4656,6752,13925,896,32720,15365,15147,32400
16634,0,4656,6752,13925,896,32720,15365,15147,32400
16634,0,14272,13712,29051,10464,32736,19840,21728,32368
16634,0,14272,13712,29051,10464,32736,19840,21728,32368
16634,0,8912,11264,30437,13461,32736,25163,23925,32384
16634,0,8912,11264,30437,13461,32736,25163,23925,32384
16634,0,17648,18832,11963,14624,32736,15803,14603,32384
16634,0,22192,20144,22229,2832,32731,17131,10139,32384
16634,0,22192,20144,22229,2832,32731,17131,10139,32384
16634,0,47008,46288,33029,6741,32725,15355,18917,32384
16634,0,47008,46288,33029,6741,32725,15355,18917,32384
16634,0,12640,11728,14032,17499,32736,16363,15659,32384
16634,0,13616,12928,15616,18192,32741,17365,15883,32400
16634,0,13616,12928,15616,18192,32741,17365,15883,32400
16634,0,4368,2128,30688,16213,32741,20011,13104,32384
16634,0,4368,2128,30688,16213,32741,20011,13104,32384
16634,0,20656,21136,21899,363,32720,18709,12992,32384
16634,0,20656,21136,21899,363,32720,18709,12992,32384
16634,0,60224,60032,58208,63355,32747,22416,17408,32384
16634,0,13776,12304,15227,16869,32747,15787,14395,32384
16634,0,13776,12304,15227,16869,32747,15787,14395,32384
16634,0,31392,31008,47237,32032,32731,16875,46416,32384
16634,0,31392,31008,47237,32032,32731,16875,46416,32384
16634,0,42112,44208,32123,3712,32731,26987,19899,32384
16635,0,12432,10080,13749,16453,32731,15888,14192,32384
16635,0,12432,10080,13749,16453,32731,15888,14192,32384
16635,0,15408,14032,28011,7301,32725,16208,8795,32384
16635,0,15408,14032,28011,7301,32725,16208,8795,32384
16635,0,15520,14576,17045,19040,32720,19344,18096,32384
16635,0,15520,14576,17045,19040,32720,19344,18096,32384
16635,0,13280,14768,12101,17509,32736,16075,15472,32384
16635,0,10432,9568,21611,1808,32736,20224,22795,32384
16635,0,10432,9568,21611,1808,32736,20224,22795,32384
16636,0,15776,17168,27776,3493,32725,15723,8389,32384
16636,0,15776,17168,27776,3493,32725,15723,8389,32384
16636,0,21120,22336,25605,2944,32720,16517,12256,32384
16636,0,14832,13344,15579,17541,32725,17851,16011,32400
16636,0,14832,13344,15579,17541,32725,17851,16011,32400
16636,0,13600,13792,15179,17877,32731,16789,16059,32384
16636,0,13600,13792,15179,17877,32731,16789,16059,32384
16636,0,12592,12064,15877,17835,32725,17616,15915,32400
16636,0,12592,12064,15877,17835,32725,17616,15915,32400
16636,0,4896,6048,29952,4144,32731,20555,11883,32384
16636,0,12912,13968,14165,17253,32731,15792,15451,32400
16636,0,12912,13968,14165,17253,32731,15792,15451,32400
16636,0,14544,14544,16933,18869,32731,19008,16747,32368
16636,0,14544,14544,16933,18869,32731,19008,16747,32368
16636,0,12544,11552,15467,17973,32725,17776,15797,32384
16636,0,10768,8848,13637,16805,32736,15568,14624,32384
16636,0,10768,8848,13637,16805,32736,15568,14624,32384
16636,0,22352,24512,20288,2112,32720,15573,14123,32384
16636,0,22352,24512,20288,2112,32720,15573,14123,32384
16636,0,12944,12912,14827,17947,32725,16592,15141,32384
16636,0,12944,12912,14827,17947,32725,16592,15141,32384
16636,0,6128,6528,24827,11499,32731,22912,15173,32384
16636,0,560,1248,15035,971,32736,26624,20597,32384
16636,0,560,1248,15035,971,32736,26624,20597,32384
16636,0,24720,25344,26683,1541,32720,17141,11483,32384
16636,0,24720,25344,26683,1541,32720,17141,11483,32384
16636,0,19584,19408,24533,1973,32731,18411,9568,32368
16636,0,30880,33072,23509,20240,32736,19339,19429,32400
16636,0,30880,33072,23509,20240,32736,19339,19429,32400
16636,0,13552,11232,11733,15227,32731,15563,14784,32384
16636,0,13552,11232,11733,15227,32731,15563,14784,32384
16636,0,2512,4000,29253,15333,32731,27584,14144,32384
16636,0,2512,4000,29253,15333,32731,27584,14144,32384
16636,0,14896,15392,16715,19093,32736,18064,16363,32384
16637,0,5728,6304,26443,11744,32736,18027,12288,32384
16637,0,5728,6304,26443,11744,32736,18027,12288,32384
16637,0,20320,20672,26992,7131,32736,19669,21477,32384
16637,0,20320,20672,26992,7131,32736,19669,21477,32384
16637,0,6752,4848,26213,5397,32736,18459,19355,32384
16637,0,60240,58944,60101,50027,32768,33013,63888,32384
16637,0,60240,58944,60101,50027,32768,33013,63888,32384
16637,0,14256,14400,14037,1728,32731,16208,15659,32384
16637,0,14256,14400,14037,1728,32731,16208,15659,32384
16637,0,12304,9952,15584,18208,32731,17131,15248,32384
16637,0,12304,9952,15584,18208,32731,17131,15248,32384
16637,0,36480,34096,20475,1797,32731,16677,6944,32368
16637,0,12000,13584,12293,17285,32731,15493,13877,32384
16637,0,12000,13584,12293,17285,32731,15493,13877,32384
16637,0,23008,24016,28811,6859,32725,16549,15387,32384
16637,0,23008,24016,28811,6859,32725,16549,15387,32384
16637,0,16880,15568,20597,2507,32731,23227,15925,32384
16638,0,7216,8448,30619,15157,32752,19936,17669,32384
16638,0,7216,8448,30619,15157,32752,19936,17669,32384
16638,0,60224,61376,60016,35691,32752,24784,62752,32384
16638,0,60224,61376,60016,35691,32752,24784,62752,32384
16638,0,5840,3568,25840,3712,32736,17685,9925,32384
16638,0,5840,3568,25840,3712,32736,17685,9925,32384
16638,0,19040,19872,28651,6587,32731,22965,17563,32384
16638,0,5232,4304,12448,1989,32731,19701,20683,32384
16638,0,5232,4304,12448,1989,32731,19701,20683,32384
16638,0,18192,16144,24635,5195,32736,20832,22011,32384
16638,0,18192,16144,24635,5195,32736,20832,22011,32384
16638,0,25392,26624,22144,2187,32725,15173,11413,32384
16638,0,48080,49824,44571,23141,32752,49845,31243,32384
16638,0,48080,49824,44571,23141,32752,49845,31243,32384
16638,0,23776,22368,28197,10368,32725,18533,16309,32400
16638,0,23776,22368,28197,10368,32725,18533,16309,32400
16638,0,7488,6320,39856,22624,32741,28357,18453,32384
16638,0,7488,6320,39856,22624,32741,28357,18453,32384
16638,0,50416,50384,41600,10203,32736,22011,11003,32400
16638,0,4752,2464,28939,14592,32725,21541,8891,32384
