instrument,cruise,quantile,beads.fsc.small,beads.D1,beads.D2,width,notch.small.D1,notch.small.D2,notch.large.D1,notch.large.D2,offset.small.D1,offset.small.D2,offset.large.D1,offset.large.D2
751,GP15_2,2.5,50480,21488,27856,15000,0.525,0.651,1.904,2.034,-5000,-5000,-74626,-74820
751,GP15_2,50,51072,18560,25232,15000,0.461,0.592,1.91,2.04,-5000,-5000,-78988,-78955
751,GP15_2,97.5,51552,16176,22592,15000,0.411,0.535,1.915,2.047,-5000,-5000,-82546,-82935
