instrument,cruise,quantile,beads.fsc.small,beads.D1,beads.D2,width,notch.small.D1,notch.small.D2,notch.large.D1,notch.large.D2,offset.small.D1,offset.small.D2,offset.large.D1,offset.large.D2
740,TN266,2.5,29888,19408,21264,15000,0.817,0.879,1.64,1.637,-5000,-5000,-29608,-27663
740,TN266,50,30592,17912,20304,15000,0.749,0.827,1.635,1.632,-5000,-5000,-32106,-29622
740,TN266,97.5,31328,16240,19280,15000,0.678,0.775,1.63,1.627,-5000,-5000,-34825,-31691
