time,pulse_width,D1,D2,fsc_small,fsc_perp,fsc_big,pe,chl_small,chl_big
11490,14029,17376,14896,27888,11669,32416,18981,27707,123
11490,13856,7248,8864,28080,13707,32416,17952,16944,0
11490,12941,13936,16256,34400,19963,32416,18160,16336,0
11491,12896,8736,10224,40800,26096,32432,22075,30923,3387
11491,13189,19136,18608,28880,13728,32432,17312,19083,2704
11491,13572,8544,7456,29616,16768,32416,17979,17637,1077
11491,12197,9776,8288,39200,23707,32416,25227,27563,1653
11491,13154,26064,27760,32160,15499,32416,18000,20784,0
11491,14532,24240,22416,27168,9648,32432,15205,17867,0
11492,13591,16608,15168,31664,18709,32448,19008,24725,853
11492,13315,22128,20800,27792,13349,32432,15008,20699,0
11492,12883,5088,4304,34496,20432,32448,20656,26443,0
11492,12311,10400,10128,29808,16229,32464,28117,25333,0
11492,13313,18880,18704,30160,14267,32416,17477,21584,325
11492,13182,7456,9024,37168,22544,32432,27104,27381,0
11492,13815,9024,6848,38960,24219,32432,23819,30304,0
11492,12900,7632,6400,35424,21792,32416,28512,30677,4133
11492,13313,18528,20864,30016,14256,32432,17248,19925,411
11492,13505,25536,27760,21312,10368,32432,16779,22091,0
11492,13428,8048,9392,43632,29520,32416,17275,32448,3408
11492,12188,12432,12096,37904,23387,32432,25445,33365,2795
11492,11750,23104,23344,30896,15803,32432,15909,22459,0
11492,11821,55456,55456,61536,57099,32448,15253,24720,1840
11492,14671,14032,12992,28720,13904,32416,19813,27275,3952
11492,13101,16128,17984,27040,10624,32432,20437,23733,0
11492,12557,60224,59664,54896,50363,32448,20795,45307,13856
11492,13435,46960,48320,43952,24981,32416,15733,16763,2421
11493,12283,9984,10528,46064,32549,32432,23227,14869,0
11494,14042,30032,28368,25040,13963,32416,15056,23440,192
11494,12134,10752,10048,36064,22075,32432,15456,22299,0
11494,14579,7408,5296,40352,26176,32416,29733,32123,2613
11494,13511,14544,13712,34288,20709,32432,18965,12325,2187
11494,13769,8176,9536,32944,22341,32416,15296,26811,827
11494,14236,8752,9904,31152,21520,32432,15829,27445,0
11494,13245,5760,6576,40704,25451,32416,15637,29211,4592
11494,11336,25520,25344,24352,10773,32416,15019,16816,1477
11494,13803,25616,23632,28112,15824,32432,16171,11157,0
11494,12456,22704,22880,33840,14896,32416,18827,19573,2411
11494,11245,18048,17728,20240,2197,32432,15093,17696,0
11494,12750,19216,18224,28496,13019,32432,19333,27403,2277
11494,13495,18208,16880,26208,12491,32416,16096,24443,0
11495,13102,7072,7648,39296,25904,32448,16235,24459,0
11495,13695,16192,16112,27248,13493,32432,17643,16736,0
11495,12776,14784,14208,31936,17760,32432,20896,25392,3808
11495,12886,12784,11104,43584,29595,32464,20779,19013,2272
11495,12306,10656,11792,35136,20928,32416,22304,24891,0
11496,13903,6544,6064,39952,24827,32432,20837,31019,2016
11496,12196,23056,22048,35200,20368,32432,18101,23787,1488
11496,12527,17616,19200,30192,14928,32432,15771,18229,3189
11496,12815,20272,22416,26304,11168,32416,19595,26299,1088
11496,11591,19248,20160,27792,11883,32416,18864,23237,2469
11496,13333,24144,23136,22352,6453,32416,18619,17616,2491
11496,12269,8320,6448,37024,22219,32432,28037,26485,0
11496,13330,18256,18384,29168,14501,32416,18123,18016,368
11496,13330,13648,15424,28288,16779,32432,17013,29035,928
11496,13557,6128,3920,36656,23125,32432,24117,31029,3989
11496,11971,48592,49008,60160,55904,32432,17952,33339,3691
11496,11692,25744,24528,37888,22709,32432,24357,29221,3563
11496,14160,20160,21824,35504,19899,32432,30603,34965,5531
11496,12967,24528,22880,34400,18912,32416,19312,24784,325
11496,12131,27568,25104,27920,10747,32432,25915,24491,2523
11496,13621,61024,60208,64624,49195,32464,50971,45456,13973
11497,12801,5440,3056,33712,19291,32432,26165,30336,1333
11497,13750,8816,6704,38384,23232,32432,19365,23664,2469
11497,12082,21600,21024,28064,12784,32416,18357,19776,1984
11497,12593,20624,20128,26784,11611,32432,15104,23813,0
11497,13371,24928,22800,39552,25317,32432,21024,24091,0
11497,12387,20784,22288,33152,20731,32432,18997,21861,0
11497,11905,10640,8592,39008,24517,32416,18565,27387,2560
11497,13289,5984,4224,33664,18805,32416,24613,26976,656
11497,13365,13216,13104,44912,29557,32448,16619,29195,2411
11498,14627,57968,57504,59264,61984,32448,22469,64213,33952
11498,13021,7856,5424,35488,19760,32448,27221,30299,2709
11498,12438,18368,19536,31376,17861,32432,18613,25584,5
11498,13344,9552,7344,38112,25061,32432,20693,29829,4555
11498,13532,21712,20688,29632,20789,32416,18875,24928,4661
11498,13521,18400,17504,25424,9893,32416,16955,22613,0
11498,13028,41456,40704,36320,19840,32432,30336,20416,3483
11498,11891,21648,20544,24800,9824,32432,15872,13600,2091
11498,12842,6752,5520,38896,24971,32432,17456,30629,5099
11498,13493,19152,17952,25280,9579,32416,15957,12843,0
11498,12175,63312,61728,63184,53920,32448,33200,28256,2085
11498,14580,15744,14448,34032,19488,32448,26912,28853,1936
11498,12830,24192,23488,27376,12464,32416,23232,26928,581
11498,12383,21136,22080,24976,10837,32416,16384,18773,0
11498,14019,32784,32656,31888,19099,32416,19259,17723,3344
11498,12257,32288,30064,26000,19883,32432,18176,17653,2507
11498,12468,14304,14704,31008,16971,32432,15584,24635,491
11499,13999,25408,26432,26304,14731,32416,15968,20187,0
11499,14017,11104,9024,41680,26507,32416,18016,31360,1931
11499,5789,18704,18608,26464,12549,32416,18181,27045,1189
11499,14209,7056,5456,31376,15445,32416,15403,25013,1168
11499,13849,10896,8448,38816,24416,32432,15061,28528,2171
11499,12681,9200,6704,39216,24491,32416,16421,29627,624
11500,13311,22176,23936,28000,15072,32432,15835,21179,1280
11500,13311,58320,57952,65520,63637,32448,27627,38133,3792
11500,12019,9456,8928,28352,10571,32416,15280,22917,0
11500,12598,24544,22640,29632,15339,32416,16843,20091,2747
11500,12550,23456,21136,24432,5227,32416,15141,23680,0
11500,12684,22432,20896,30032,14149,32416,16240,20768,0
11500,12102,13792,14624,27184,12320,32432,15392,25429,1227
11500,13114,12112,11456,28032,13829,32432,19077,21579,2517
11500,13282,28032,29600,29424,13680,32432,24203,26549,224
11500,13400,8400,6736,39888,27387,32416,16555,32080,704
11501,12897,26144,23760,36352,22955,32448,27003,33184,0
11501,12728,27888,25424,17936,11579,32416,17531,20155,2864
11502,13183,8672,10592,37008,21579,32432,15099,25611,2800
11502,7896,20000,22032,31632,17013,32432,19205,22885,2459
11502,14069,14816,13488,36960,22827,32432,18091,28475,0
11502,12960,6560,5488,16864,2032,32416,15851,14864,0
11502,11814,18112,17776,25808,13019,32416,21093,24197,0
11502,12356,13616,14128,36752,23147,32432,22464,28277,859
11502,14649,49248,47136,39600,4885,32432,31931,36352,2944
11502,13534,19648,20672,23808,5499,32432,18661,22885,0
11502,13627,24656,27040,37904,22789,32416,17408,26672,2240
11502,13695,25744,27168,32688,16827,32432,17413,18741,2443
11502,13691,21456,23344,35792,18773,32432,15493,18752,0
11502,13209,19664,21184,31344,16112,32416,16603,22720,0
11502,12788,8592,6608,33120,20411,32432,24027,26112,0
11502,13197,9536,7696,32016,17061,32432,20693,28256,4875
11502,12175,23504,24768,22272,13621,32432,15408,25163,613
11502,14523,8928,10304,25072,14139,32416,15312,22384,1205
11502,14156,16112,18048,21280,12240,32416,16085,22123,176
11502,13202,6864,6016,39792,26747,32416,15904,20123,0
11503,13970,18480,17856,26544,12512,32416,16571,19195,0
11503,13306,26704,28976,16640,7552,32416,16384,17957,1040
11503,12487,29120,28176,46016,28272,32432,20176,14997,1904
11503,11833,31904,33776,32000,15781,32416,15536,21723,2475
11503,13024,29408,30560,36800,22315,32432,19675,18619,341
11504,14701,23264,25056,31232,16507,32432,17104,21061,3883
11504,13724,26592,27232,19408,12587,32432,16325,18507,437
11504,12565,22240,23584,25536,8619,32432,16971,19888,2133
11504,13324,22304,23616,21408,4331,32416,15008,13365,0
11504,13324,28640,28464,52800,39029,32432,20875,24325,0
11504,13468,44496,45344,39568,35467,32448,19328,18224,3328
11504,11786,22384,23024,23104,6123,32432,15067,15931,0
11504,12631,20384,21744,27232,10016,32432,17573,22773,3435
11504,11462,11840,9360,28912,13947,32416,17755,19307,2597
11504,10669,11104,11360,36560,23035,32448,28395,37979,2539
11504,13523,8528,10240,33280,18565,32416,15248,20443,165
11504,14290,27312,28736,30960,18859,32432,15067,24928,2731
11504,11546,14624,14112,35488,21611,32432,26203,30005,2043
11504,12401,7600,8944,33488,20032,32416,20315,23456,971
11504,12721,37936,40192,37936,24747,32432,18133,15024,0
11504,13425,10144,12368,41520,27504,32432,23397,28656,7573
11504,13930,25280,23136,55504,40624,32432,25920,28672,1760
11504,12787,6688,7456,37920,23877,32416,25893,25979,123
11505,13338,10400,9776,40352,25429,32432,16576,30752,2043
11505,12980,9200,10976,33424,16933,32432,25157,27035,283
11505,12568,6928,5120,25616,13744,32432,17008,22224,0
11505,12706,22240,24688,24448,9867,32416,16651,17008,891
11505,13248,27216,26192,29920,20139,32432,18800,25349,4731
11505,13141,20560,18960,28512,12507,32416,18219,18597,2341
11505,11901,9904,7648,42464,28128,32432,30283,34437,4336
11506,12342,21296,19744,27456,11808,32432,17456,21205,171
11506,12936,65520,63952,65520,62384,32448,28432,42933,10043
11506,11163,7040,4800,38384,26469,32432,16272,19776,2864
11506,13240,17392,18128,26736,17227,32432,17344,24789,2405
11506,9806,12096,12176,29104,15621,32432,20213,25061,0
11506,15007,29376,30336,26112,10592,32416,16400,27109,1152
11506,12782,9168,11216,26000,14837,32432,16965,21568,5547
11506,12592,20496,22928,31296,14752,32432,18640,23520,2320
11506,12907,7120,5552,36048,20491,32416,24587,33339,3776
11506,14156,11984,14480,26816,12107,32432,15285,16960,0
11506,13812,7408,5536,42064,29008,32448,25493,32053,4208
11506,13041,55376,57664,60208,45552,32416,17317,21307,2245
11506,13791,8224,6224,34992,20069,32416,16112,20864,0
11507,14040,9072,9952,35296,21509,32432,18037,27573,1808
11507,13423,9920,10240,38176,21797,32416,15584,18432,1840
11507,13638,26880,27008,35504,18805,32416,19707,25557,1899
11508,12820,52000,50528,51872,45408,32432,37328,29488,3344
11508,12272,12512,14688,46832,31408,32448,17088,10533,0
11508,13526,10448,10992,40960,25344,32416,16245,28224,2059
11508,13938,6288,7056,40528,26443,32432,15621,28128,0
11508,12765,14032,12528,40000,26011,32416,24267,30539,5040
11508,13445,6800,4384,30240,14731,32416,18213,20560,1157
11508,13996,23680,24192,23600,16549,32432,17013,21104,0
11508,13435,13472,15344,38384,22843,32432,24507,34235,2160
11508,12880,9072,10448,31600,17493,32416,26709,28651,4437
11508,13465,17152,17616,28464,13408,32432,15653,23387,3355
11508,13844,13568,11968,43680,28576,32432,25579,33381,3280
11508,12849,13680,14032,33408,17643,32416,20213,22048,2880
11508,12679,13024,10688,45424,30501,32432,21461,11931,1029
11509,12057,7312,5744,38432,23643,32432,24859,31040,1504
11509,13018,16368,18032,26208,14288,32432,15035,20411,0
11510,11942,24992,26512,31024,13728,32432,20245,28389,1627
11510,12704,29888,28112,23408,0,32432,16597,17547,4192
11510,13663,26464,25856,36448,22405,32416,15056,20261,0
11510,12631,19840,19632,30064,15045,32432,19637,27557,2128
11510,13814,22016,23440,27952,11515,32432,17200,11931,2240
11510,10796,28464,30368,32912,14997,32432,17824,28517,0
11510,12331,22048,20368,31424,16992,32432,24320,31749,0
11510,12200,6368,5312,34304,18736,32416,23685,28891,677
11510,11293,6992,9376,30816,17824,32432,24528,29376,784
11510,14034,20304,19936,40896,26885,32448,15691,25072,3877
11510,12866,24848,26656,30992,14309,32432,15744,18939,0
11510,12866,13648,16128,48096,35291,32448,23872,36683,2587
11510,13593,27184,29360,25088,5136,32432,17435,27547,144
11510,13112,18160,18496,29584,15765,32432,15227,17339,2779
11510,13583,16896,15904,30992,15819,32416,17221,23077,3285
11510,12670,9040,9424,32032,20080,32432,20768,21067,2459
11510,12514,24464,24752,33184,17605,32432,15397,21088,0
11510,14570,29136,28368,27408,10197,32432,15035,14752,0
11510,11315,22800,20848,29376,13243,32432,16720,22267,443
11511,14395,21168,19360,27248,11232,32416,25744,23691,288
11511,13184,10784,10240,44416,29376,32432,15339,21931,2528
11512,12960,10352,12400,32560,16608,32432,20459,23781,2645
11512,12839,7968,9984,36128,21067,32448,20608,30901,0
11512,13207,15712,16464,40064,25781,32432,26091,25584,3307
11512,13207,25984,28080,25568,8912,32416,16523,25595,3365
11512,12545,25008,25200,36784,24864,32432,22768,25061,1205
11512,12769,6416,4048,37408,22987,32432,21755,28096,3781
11512,12186,6800,7952,31376,18373,32432,20795,23611,0
11512,12625,13488,14048,29856,15584,32416,18949,24320,0
11512,13524,11920,13184,32048,17173,32416,18549,18571,1232
11512,14530,16816,19216,28064,13141,32416,16064,20779,2048
11512,11895,47760,47680,50416,35637,32416,33269,19440,1723
11512,12869,13408,12240,37760,23509,32416,24832,25824,37
11512,13392,24032,22672,28336,13408,32432,17360,22853,3088
11512,13623,8320,6240,36240,24149,32416,19499,26709,2181
11512,12762,24096,25776,25584,8757,32416,15189,15851,0
11512,12557,6656,8304,34528,21456,32432,23136,23925,1301
11512,12641,14592,16224,33872,18064,32432,22773,28331,2272
11513,12160,7408,5584,30096,16736,32416,22261,28016,0
11513,12579,19104,16832,22272,5696,32432,15445,19707,0
11513,13836,22896,21824,30816,15152,32432,16811,16891,1920
11514,12307,8112,7536,32464,18635,32416,22368,28213,1813
11514,11808,19760,18720,27936,12352,32432,15909,24832,0
11514,7599,7808,5392,31056,15509,32400,19200,25627,2341
11514,13313,11488,10128,29024,17899,32432,18011,25131,0
11514,13926,16080,14816,32064,17163,32416,15552,21851,3536
11514,11473,9248,10080,37008,21189,32416,16437,19451,256
11514,12627,8144,7248,40496,25371,32432,15909,28907,1275
11514,13629,25568,27872,22704,0,32416,15328,11051,1653
11514,13996,23536,23088,25280,9104,32432,21003,12325,0
11514,12592,34720,35712,41488,28779,32448,15365,24347,261
11514,13584,62480,63872,65200,65520,32480,29653,46469,15040
11514,12806,63200,61056,58608,51723,32448,19493,65520,44336
11514,13169,24672,23568,26320,11467,32432,16320,20544,1499
11514,13988,6368,6992,37200,22709,32432,27045,31424,3264
11515,13338,17536,17616,27664,12043,32432,18464,20016,0
11515,12812,6096,3936,34464,17931,32416,21973,23333,0
11515,12907,28160,27200,30608,16485,32416,19328,27035,2411
11515,12811,25760,26320,20880,13072,32416,16667,21483,139
11515,12613,63760,63536,60800,63536,32448,26320,35184,6379
11515,12900,20736,22480,26224,11403,32432,15755,20464,1808
11516,11869,10336,12240,36240,22597,32448,19392,26672,565
11516,12916,31232,33312,26832,13141,32416,16155,14576,2176
11516,11594,8848,6736,35824,22075,32448,20741,23899,4256
11516,12533,39600,41392,39024,23237,32432,33291,23376,0
11516,12961,25248,23360,33056,17781,32432,16677,22731,1749
11516,11304,63136,61888,61872,47627,32448,24235,31237,2421
11516,13850,21232,22992,26320,12949,32416,16400,14725,0
11516,12741,20672,19360,38640,22213,32432,28123,30160,0
11516,13782,27120,24768,26240,11765,32416,21989,26347,1557
11516,13000,21168,23504,30992,16117,32432,18608,12864,1595
11516,11606,43728,42448,35344,24747,32432,26443,19829,1008
11516,12996,28128,28752,27264,19803,32432,18656,20208,715
11516,14015,50496,51136,59088,53573,32432,26517,28240,3221
11516,14234,47680,48832,60688,49707,32432,18277,55749,24699
11516,12984,19024,17120,23296,8064,32416,16325,10491,1771
11516,12866,59024,57488,64224,58656,32464,21797,65520,38976
11517,12575,9264,8640,40656,25312,32448,31296,38064,4320
11517,12701,45952,45728,41920,27387,32432,36352,28224,2608
11517,11981,10288,12224,34896,22581,32416,18672,31973,2592
11518,12379,20464,18704,25728,15445,32416,15973,21301,256
11518,12658,23248,25696,23568,9136,32416,20309,14677,0
11518,12989,20960,22480,28016,11568,32432,18256,24224,757
11518,10822,15776,17360,23488,6315,32432,18976,22816,480
11518,11825,26416,28656,31728,16672,32416,18725,19115,1552
11518,12388,28672,27008,40336,25195,32432,16629,27221,0
11518,14239,8544,7456,39264,28880,32432,27845,29963,2149
11518,14027,9168,10432,39664,25605,32432,22181,30544,2235
11518,11256,15184,14960,32928,19920,32432,15024,23819,0
11518,11490,7184,7184,29056,12576,32432,20576,23376,395
11518,11938,14544,16080,22720,6656,32432,18789,19488,453
11519,13421,23696,24896,24704,15717,32416,15803,20603,0
11519,12494,7776,9744,41344,27355,32448,17984,23568,2080
11519,12997,18992,18784,36736,21861,32432,28027,33029,4800
11519,12866,10576,9232,40640,26779,32416,23200,29141,2309
11519,13870,31136,29248,59008,46176,32448,15435,64720,35589
11519,11419,8512,6256,30272,13979,32432,19285,23253,2741
11519,12545,23728,24112,30720,15637,32416,16581,19819,325
11520,14293,23648,26128,34128,17371,32432,20069,21717,528
11520,12558,15440,17248,31552,17168,32432,18299,18357,1291
11520,11949,9440,7744,34544,19755,32432,23472,24149,2192
11520,12281,7040,7488,37408,22971,32416,26507,33984,5083
11520,13599,24048,25600,15344,4992,32432,16021,17984,0
11520,11591,8288,5952,41344,26485,32432,15083,25360,1189
11520,11877,7216,7232,33568,18923,32416,23088,27099,1296
11520,14055,6624,4272,31184,18187,32416,16485,28960,2752
11520,14358,9952,7888,33328,18544,32432,17200,26576,5899
11520,14072,7424,8032,29936,18395,32432,20192,21787,1355
11520,12768,14064,13088,39184,24565,32432,23867,19643,2624
11520,13554,7760,8592,37648,21589,32416,17013,30661,2443
11521,12463,6656,6112,37568,23168,32432,20725,22139,0
11522,13076,24784,26368,28256,10544,32416,19371,20453,0
11522,13076,10752,12880,38448,25515,32448,25680,36816,4363
11522,13667,14784,17168,37680,22784,32416,20837,28533,3189
11522,12805,16240,15616,37456,23243,32432,28187,32523,4235
11522,13066,29568,31632,22256,6293,32416,15909,20581,0
11522,12203,10112,7872,42896,28752,32448,17051,30645,2389
11522,12550,15440,15280,32880,18629,32432,17973,24331,2880
11522,12379,50816,49472,58816,57195,32432,17435,24064,1547
