instrument,cruise,quantile,beads.fsc.small,beads.D1,beads.D2,width,notch.small.D1,notch.small.D2,notch.large.D1,notch.large.D2,offset.small.D1,offset.small.D2,offset.large.D1,offset.large.D2
740,HOT319,2.5,48832,39648,35312,5000,0.812,0.723,1.64,1.637,0,0,-40436,-44626
740,HOT319,50,49472,36464,33808,5000,0.737,0.683,1.635,1.632,0,0,-44423,-46930
740,HOT319,97.5,49984,33344,32048,5000,0.667,0.641,1.63,1.627,0,0,-48130,-49276
