instrument,cruise,quantile,beads.fsc.small,beads.D1,beads.D2,width,notch.small.D1,notch.small.D2,notch.large.D1,notch.large.D2,offset.small.D1,offset.small.D2,offset.large.D1,offset.large.D2
740,Thompson_1,2.5,38724,35088,33520,5000,0.984,0.943,1.64,1.637,-3000,-3000,-28419,-29871
740,Thompson_1,50,39259,32272,30752,5000,0.898,0.86,1.635,1.632,-3000,-3000,-31916,-33319
740,Thompson_1,97.5,39755,29440,28576,5000,0.816,0.794,1.63,1.627,-3000,-3000,-35361,-36105
