time,pulse_width,D1,D2,fsc_small,fsc_perp,fsc_big,pe,chl_small,chl_big
27239,0,4896,6448,32773,19451,32416,18560,8957,384
27239,0,7728,5392,29757,17379,32400,15483,10632,9024
27239,0,5344,3120,32155,19216,32400,21680,16024,3488
27239,0,20304,21968,30525,17216,32400,20211,13565,3136
27239,0,19088,16688,55717,42664,32416,19989,12963,8912
27240,0,58208,59744,64904,53456,32448,64160,46349,31328
27240,0,12656,10992,16725,1611,32400,17115,7616,0
27240,0,8032,5888,22000,9936,32400,19627,10429,0
27240,0,19424,17744,33859,18555,32400,20077,12355,0
27240,0,6528,8160,36744,24229,32400,27688,21005,4912
27240,0,13216,12832,38952,24883,32416,28336,22176,9952
27240,0,13248,13072,27792,15659,32416,21368,12085,2096
27240,0,15904,13568,36013,20117,32432,25856,14656,1808
27240,0,13168,11680,34197,20272,32400,21096,14579,3312
27240,0,52176,50288,52544,39568,32416,22408,20947,5584
27240,0,5696,4576,34037,20691,32400,23229,12296,14192
27240,0,51424,51248,53544,35749,32416,18101,28323,19088
27240,0,24416,23712,27651,16824,32400,17944,14413,7232
27241,0,8144,6096,22176,4672,32400,19901,10595,656
27241,0,22528,20528,32688,19683,32384,18253,15816,4656
27241,0,6112,4912,34269,21205,32384,17373,16435,0
27241,0,7296,6240,35411,21624,32400,20232,14411,0
27241,0,5744,4160,39603,26507,32416,26472,20144,2320
27242,0,9024,7536,22035,10352,32416,15320,12171,6928
27242,0,7024,7104,32552,15549,32400,19933,11501,5984
27242,0,5072,2896,30579,17152,32416,18312,11557,10960
27242,0,21136,22592,36117,20547,32400,20237,15485,0
27242,0,5648,7024,33232,17536,32400,22525,15312,1312
27242,0,5552,7056,26267,14200,32400,19989,15128,5104
27242,0,15520,13024,35069,21448,32416,19925,15099,1632
27242,0,58560,59328,57496,47965,32416,15637,48491,34048
27242,0,44720,45920,46256,25229,32416,37267,18165,6720
27242,0,6432,7440,27949,11043,32384,15037,14696,0
27242,0,6784,5856,35680,23016,32416,21264,14077,3280
27242,0,8112,10528,37963,23717,32432,19264,17211,0
27242,0,6640,7696,36328,23061,32400,20621,13360,0
27243,0,26240,23952,31867,18432,32416,21693,12917,272
27243,0,5744,7184,31507,18101,32400,22259,15571,0
27243,0,7280,8784,27104,13907,32400,17363,14797,2928
27243,0,6480,5280,26520,14720,32400,18603,14133,5136
27243,0,18432,20864,29277,19179,32416,16381,10688,9584
27243,0,6096,4480,25141,12264,32416,16069,9565,3040
27243,0,5600,4208,27435,15509,32384,15736,9136,0
27243,0,3712,1808,28949,15976,32400,19619,13507,9968
27243,0,11824,11856,28440,15501,32384,20280,18357,0
27244,0,11968,12016,24728,11877,32400,16651,9571,2960
27244,0,11696,13104,36336,23541,32400,27533,21629,4128
27244,0,5824,4496,34099,19136,32400,17013,11944,8064
27244,0,16752,16656,32560,19088,32416,19984,13832,8672
27244,0,17392,18304,29747,14339,32400,16136,7915,0
27244,0,4688,5872,32867,19915,32400,16336,13173,96
27244,0,27552,29392,29357,15928,32416,15792,8952,0
27244,0,5936,5824,35245,22443,32400,16360,8085,5392
27244,0,6512,6016,26811,14320,32416,17013,9693,8240
27244,0,4864,5776,35139,20720,32400,20856,17453,1808
27244,0,7664,8368,33301,18227,32400,16272,15896,384
27244,0,6368,6640,32213,18368,32400,21904,12227,0
27244,0,6960,8448,30571,17240,32416,21448,11125,0
27244,0,5520,3776,34923,20491,32432,24901,16509,3920
27245,0,6080,6416,31592,17205,32400,25291,10467,0
27245,0,6864,6560,34528,21917,32416,23035,18069,4304
27245,0,5072,4000,30765,17987,32400,17651,15467,1296
27245,0,5552,4112,35291,22048,32400,22997,14552,4720
27246,0,33232,35184,30683,5059,32400,23851,9155,0
27246,0,22048,23824,33456,21144,32400,21864,14835,1344
27246,0,15456,15792,33603,20301,32400,33043,19171,1552
27246,0,20032,21024,28632,15816,32400,16451,7899,6464
27246,0,6368,6000,30339,13867,32400,15776,7752,0
27246,0,7776,5760,34768,19189,32384,21853,11243,7792
27246,0,6896,9008,28107,15301,32416,22253,14277,11936
