instrument,cruise,quantile,beads.fsc.small,beads.D1,beads.D2,width,notch.small.D1,notch.small.D2,notch.large.D1,notch.large.D2,offset.small.D1,offset.small.D2,offset.large.D1,offset.large.D2
751,Tokyo_1,2.5,50608,14896,19104,5000,0.294,0.377,1.904,2.034,0,0,-81462,-83833
751,Tokyo_1,50,51365,13440,17856,5000,0.262,0.348,1.91,2.04,0,0,-84667,-86929
751,Tokyo_1,97.5,51947,11200,15440,5000,0.216,0.297,1.915,2.047,0,0,-88279,-90896
