instrument,cruise,quantile,beads.fsc.small,beads.D1,beads.D2,width,notch.small.D1,notch.small.D2,notch.large.D1,notch.large.D2,offset.small.D1,offset.small.D2,offset.large.D1,offset.large.D2
740,KiloMoana_1,2.5,42976,9992,10864,5000,0.233,0.253,1.64,1.637,0,0,-60489,-59488
740,KiloMoana_1,50,43632,8352,8240,5000,0.191,0.189,1.635,1.632,0,0,-62986,-62967
740,KiloMoana_1,97.5,44160,6832,5168,5000,0.155,0.117,1.63,1.627,0,0,-65149,-66680
