instrument,cruise,quantile,beads.fsc.small,beads.D1,beads.D2,width,notch.small.D1,notch.small.D2,notch.large.D1,notch.large.D2,offset.small.D1,offset.small.D2,offset.large.D1,offset.large.D2
751,SCOPE_16,2.5,50516,36672,42724,5000,0.66,0.809,1.904,2.034,3320,1856,-59510,-60026
751,SCOPE_16,50,51136,35328,38240,5000,0.626,0.712,1.91,2.04,3320,1856,-62342,-66077
751,SCOPE_16,97.5,51664,34176,34460,5000,0.597,0.631,1.915,2.047,3320,1856,-64761,-71296
