instrument,cruise,quantile,beads.fsc.small,beads.D1,beads.D2,width,notch.small.D1,notch.small.D2,notch.large.D1,notch.large.D2,offset.small.D1,offset.small.D2,offset.large.D1,offset.large.D2
751,SR1917,2.5,46560,37504,35328,5000,0.72,0.694,1.904,2.034,4000,3000,-51146,-59375
751,SR1917,50,47184,36464,33088,5000,0.688,0.638,1.91,2.04,4000,3000,-53657,-63167
751,SR1917,97.5,47632,35600,31376,5000,0.663,0.596,1.915,2.047,4000,3000,-55615,-66127
