instrument,cruise,quantile,beads.fsc.small,beads.D1,beads.D2,width,notch.small.D1,notch.small.D2,notch.large.D1,notch.large.D2,offset.small.D1,offset.small.D2,offset.large.D1,offset.large.D2
751,GP15_1,2.5,43968,36960,36640,5000,0.841,0.833,1.904,2.034,0,0,-46755,-52791
751,GP15_1,50,44320,35920,35648,5000,0.81,0.804,1.91,2.04,0,0,-48731,-54765
751,GP15_1,97.5,44624,35104,34512,5000,0.787,0.773,1.915,2.047,0,0,-50351,-56833
