instrument,cruise,quantile,beads.fsc.small,beads.D1,beads.D2,width,notch.small.D1,notch.small.D2,notch.large.D1,notch.large.D2,offset.small.D1,offset.small.D2,offset.large.D1,offset.large.D2
751,SCOPE_15,2.5,53440,31152,38240,5000,0.583,0.686,1.904,2.034,0,1584,-70598,-70457
751,SCOPE_15,50,54192,29824,34400,5000,0.55,0.606,1.91,2.04,0,1584,-73683,-76152
751,SCOPE_15,97.5,54768,28368,29888,5000,0.518,0.517,1.915,2.047,0,1584,-76513,-82222
