instrument,cruise,quantile,beads.fsc.small,beads.D1,beads.D2,width,notch.small.D1,notch.small.D2,notch.large.D1,notch.large.D2,offset.small.D1,offset.small.D2,offset.large.D1,offset.large.D2
130,TN414,2.5,52160,43776,38752,15000,0.935,0.839,1.64,1.637,-5000,-5000,-41766,-46634
130,TN414,50,52576,42848,37328,15000,0.91,0.805,1.635,1.632,-5000,-5000,-43114,-48476
130,TN414,97.5,52960,42112,36020,15000,0.89,0.775,1.63,1.627,-5000,-5000,-44213,-50146
