instrument,cruise,quantile,beads.fsc.small,beads.D1,beads.D2,width,notch.small.D1,notch.small.D2,notch.large.D1,notch.large.D2,offset.small.D1,offset.small.D2,offset.large.D1,offset.large.D2
989,DeepDOM,2.5,47904,20896,21920,5000,0.436,0.458,1.359,1.324,0,0,-44206,-41505
989,DeepDOM,50,48480,19312,20656,5000,0.398,0.426,1.37,1.337,0,0,-47106,-44162
989,DeepDOM,97.5,48912,17872,19344,5000,0.365,0.395,1.382,1.349,0,0,-49724,-46638
