instrument,cruise,quantile,beads.fsc.small,beads.D1,beads.D2,width,notch.small.D1,notch.small.D2,notch.large.D1,notch.large.D2,offset.small.D1,offset.small.D2,offset.large.D1,offset.large.D2
751,Tokyo_4,2.5,51624,22020,22096,5000,0.427,0.428,1.904,2.034,0,0,-76272,-82907
751,Tokyo_4,50,51904,20504,20896,5000,0.395,0.403,1.91,2.04,0,0,-78633,-84988
751,Tokyo_4,97.5,52336,18740,18896,5000,0.358,0.361,1.915,2.047,0,0,-81483,-88236
