instrument,cruise,quantile,beads.fsc.small,beads.D1,beads.D2,width,notch.small.D1,notch.small.D2,notch.large.D1,notch.large.D2,offset.small.D1,offset.small.D2,offset.large.D1,offset.large.D2
740,SCOPE_3,2.5,53440,31136,35088,5000,0.583,0.657,1.64,1.637,0,0,-56506,-52393
740,SCOPE_3,50,54224,28960,31824,5000,0.534,0.587,1.635,1.632,0,0,-59696,-56670
740,SCOPE_3,97.5,54784,27424,28816,5000,0.501,0.526,1.63,1.627,0,0,-61874,-60318
