instrument,cruise,quantile,beads.fsc.small,beads.D1,beads.D2,width,notch.small.D1,notch.small.D2,notch.large.D1,notch.large.D2,offset.small.D1,offset.small.D2,offset.large.D1,offset.large.D2
740,KOK1805,2.5,53264,35120,39984,5000,0.659,0.751,1.64,1.637,0,0,-52233,-47209
740,KOK1805,50,54512,33168,38864,5000,0.608,0.713,1.635,1.632,0,0,-55959,-50100
740,KOK1805,97.5,55232,31600,37920,5000,0.572,0.687,1.63,1.627,0,0,-58428,-51942
