instrument,cruise,quantile,beads.fsc.small,beads.D1,beads.D2,width,notch.small.D1,notch.small.D2,notch.large.D1,notch.large.D2,offset.small.D1,offset.small.D2,offset.large.D1,offset.large.D2
751,KM1920,2.5,45120,21712,21984,5000,0.437,0.443,1.904,2.034,2000,2000,-64196,-69790
751,KM1920,50,45616,19040,21072,5000,0.374,0.418,1.91,2.04,2000,2000,-68087,-71985
751,KM1920,97.5,45952,17328,20272,5000,0.334,0.398,1.915,2.047,2000,2000,-70670,-73792
