time,pulse_width,D1,D2,fsc_small,fsc_perp,fsc_big,pe,chl_small,chl_big
38687,16132,34224,35328,22304,0,14576,15584,11963,32645
38687,13604,36400,34688,31856,1557,22480,29941,24475,32640
38687,13311,16544,17696,32112,608,23536,28181,17947,32651
38687,14136,24064,21568,28064,0,19440,22619,21723,32651
38687,12695,36624,38240,54464,26896,45376,63296,44741,32651
38688,13509,62224,62496,53888,19936,45136,18075,51909,32667
38688,14962,32208,31440,52528,20709,43408,35451,44747,32656
38688,14650,20432,19264,24896,0,15248,15824,12592,32651
38688,12843,17936,15840,32848,43,22640,26581,22443,32640
38688,14415,23584,21808,34384,2752,25552,29333,26928,32651
38688,14800,16096,13824,34864,1909,25696,26960,28267,32661
38688,13556,18176,17152,30416,0,20320,24331,19749,32651
38688,14804,21328,19280,25536,176,15120,20517,14741,32640
38688,13709,40800,40512,31152,224,22224,26299,22075,32645
38688,15288,17520,16448,20784,0,3760,25728,21765,32656
38688,14518,34384,32960,43328,13461,34560,56405,34880,32661
38688,13542,21264,21744,34384,2896,25488,24304,19989,32645
38688,14874,21232,22816,32944,2267,25120,26453,25632,32651
38688,13785,23312,22080,43552,12544,34496,34448,31616,32656
38688,14793,53040,51552,33616,0,26048,42725,19184,32661
38688,14427,62176,62144,46784,11893,37888,27648,41701,32672
38688,12887,24768,25376,26224,731,16752,20160,18187,32645
38688,12693,50960,53136,24352,0,16624,35675,17093,32645
38689,13302,47904,49232,22176,0,11248,30245,12304,32651
38689,12609,36720,38320,25760,0,15456,21104,16613,32645
38689,14021,29024,27328,26592,0,16624,15152,12651,32656
38689,13660,53840,55632,24336,0,13632,34629,15125,32651
38689,15446,58928,56896,40528,5115,32464,32672,33568,32645
38689,13051,21952,22864,30240,160,21168,25115,20832,32651
38690,14435,38912,37952,22352,0,14304,17984,15040,32645
38690,14917,21632,21424,41744,6629,32624,39568,31979,32656
38690,15504,31808,31712,30560,1333,22384,24219,20763,32640
38690,14079,18848,17120,13504,21,1488,16043,10725,32640
38690,14364,55696,56080,30448,0,18144,15323,26597,32661
38690,15065,42768,40656,19312,0,6224,15275,27371,32661
38690,13945,57200,55744,27920,0,21136,32384,12496,32656
38690,14235,53792,51952,20672,0,11584,31845,11776,32645
38690,15225,22448,22720,26432,5,16064,20107,17541,32656
38690,13488,15296,17008,23472,0,14560,22245,20293,32645
38690,13930,24416,26160,46096,16176,37024,54357,31317,32661
38690,14323,25536,23104,44336,13093,34960,50624,28635,32651
38690,15002,37408,37616,33568,0,25600,43120,42784,32651
38690,13229,22240,22256,28128,411,18976,24075,21536,32661
38690,15673,10368,11648,20208,0,12368,22587,19552,32651
38690,6461,14352,12032,29424,0,20080,24469,23536,32645
38690,12016,52944,55088,34032,96,25936,40736,18789,32651
38690,13302,26192,25296,25664,0,13808,21941,19408,32651
38690,13556,25104,25056,37184,3184,29104,26213,24512,32645
38691,14499,34256,34816,33680,2949,24480,20811,14480,32651
38691,15346,29376,30336,34336,2075,25024,30005,26587,32656
38691,14311,35280,36256,21744,0,14704,15536,12901,32656
38691,12779,49504,48112,22288,0,14944,23579,8928,32656
38691,15136,45360,47408,18576,0,7408,16539,6469,32651
38692,15084,33168,33056,40720,3968,31584,28240,13168,32640
38692,12995,18240,18240,30096,693,21776,23077,22075,32651
38692,13864,47504,45456,17648,0,12064,17317,3579,32645
38692,13901,49024,46976,26464,171,19808,30181,12416,32656
38692,13683,43088,42432,21936,0,15856,31845,32464,32667
38692,14942,38768,40720,19552,0,9712,19125,14208,32651
38692,13802,29744,27920,43632,15189,34992,55024,33621,32661
38692,13944,48416,47840,30016,0,22384,31707,13115,32651
38692,14356,48336,50016,25408,0,16080,24693,8091,32651
38692,15015,18368,20592,35216,1760,26160,32053,28613,32645
38692,15285,24032,23312,28848,523,19200,27323,22240,32661
38692,14218,47904,50336,25184,80,15072,24075,8923,32645
38692,14659,22208,20864,29824,0,22160,26677,20731,32656
38692,13899,5488,7808,32976,1829,24128,38832,33248,32656
38692,15006,8624,7168,28512,0,20400,25024,22133,32640
38692,12943,9760,8848,33296,1461,24192,20880,23712,32667
38692,14378,43712,43088,21152,971,7248,46475,23829,32656
38692,14845,20688,22320,32288,9307,23936,16208,27189,32651
38692,14741,49456,48256,26752,0,19360,27989,8421,32661
38693,15185,14288,13648,30096,11,21248,27861,25493,32667
38693,13793,10672,10560,30176,368,20784,20827,20363,32661
38693,14655,37232,37328,20480,0,9328,52485,49867,32667
38693,13952,32928,32576,17440,0,3024,16683,16752,32656
38693,14742,16848,19104,30400,0,21392,24853,21365,32651
38693,14914,16240,14832,32320,1451,23904,30320,24181,32651
38694,13276,40720,38944,23696,0,16256,15381,13819,32651
38694,13789,7600,7856,29344,379,21280,26923,23872,32661
38694,13292,26768,24656,27392,0,17856,24784,20299,32656
38694,12903,22128,21648,32688,0,23568,22000,16885,32651
38694,13569,18048,18208,33456,373,24256,28069,25323,32656
38694,12833,22896,24528,34304,1835,25104,26496,26192,32656
38694,13902,11136,9648,31520,1824,22800,30528,27648,32645
38694,13049,32736,31424,28832,501,19920,24779,17381,32651
38694,14029,22848,23872,31856,3093,24336,27216,26192,32651
38694,13895,24784,23392,25408,0,14992,25547,22080,32656
38694,15632,38272,36208,17296,0,6784,17109,16795,32651
38694,13582,17488,18048,32848,165,24192,29568,26816,32656
38694,14562,9280,10576,19040,0,5056,25056,19008,32661
38694,15971,17264,15056,34288,4880,26144,31067,29483,32656
38694,12475,24528,24720,31056,944,23072,21877,19723,32651
38694,15585,31152,30304,51472,20203,42592,23003,15429,32640
38694,13992,11952,14064,34672,1227,25856,25499,20016,32651
38694,14307,25632,24128,43152,12944,34672,49355,27029,32656
38694,14566,47296,47248,14672,0,5296,29525,10955,32645
38694,13674,18976,16752,32272,827,24320,32645,26267,32656
38694,14565,12144,11824,36160,2501,26896,30720,24677,32645
38695,14500,27408,29776,27536,0,17776,16811,10336,32661
38695,12870,60816,60752,45552,8395,36592,51051,29339,32656
38695,15330,18176,17776,27648,128,16448,25675,16859,32656
38695,13141,34336,35920,22960,0,15520,16011,6757,32656
38695,14022,43616,42784,37392,9573,28880,22416,56773,32667
38695,12674,25968,24720,45136,11493,36176,50656,26352,32651
38695,13334,21456,20672,32032,1104,23200,22144,24885,32645
38695,13394,25600,24064,45120,13664,35744,53525,32011,32651
38696,14357,47568,49760,23888,0,14000,20827,9397,32645
38696,14582,46608,47152,19280,0,9200,19541,13195,32645
38696,15099,28832,29376,17024,725,8832,15061,13899,32651
38696,14600,8864,9008,32976,603,23984,31899,29717,32640
38696,12170,11888,13344,33168,2341,24000,28864,26757,32651
38696,13694,20000,22416,31152,523,22720,19856,16128,32656
38696,14317,55136,57552,31728,0,22912,35589,15515,32656
38696,13886,62400,61648,37216,4011,29328,22000,32192,32656
38696,13863,22352,24016,35216,1445,26736,20880,19984,32667
38696,14956,51664,50800,30864,0,22976,37947,14864,32651
38696,16987,38976,37376,44896,13787,36688,15829,34683,32661
38696,14880,6336,4736,26528,91,15632,20549,18757,32651
38696,13949,14656,16832,35040,539,26832,25355,21568,32645
38696,14327,53824,54064,31520,0,23296,42512,21189,32656
38696,13910,17824,16880,29808,1013,21088,28848,24453,32656
38696,12623,48896,47888,27280,0,19936,35109,12709,32651
38696,15017,13568,12912,26992,171,18800,22795,21259,32661
38696,11914,62320,62368,50832,20229,42912,32027,41307,32667
38696,14626,23728,24064,27600,0,18224,20245,16352,32640
38696,14567,37472,37872,56304,25557,47152,24011,43056,32672
38696,14288,34016,33584,16448,0,4336,15621,11621,32651
38697,13935,23728,25584,33264,1131,24208,25141,18101,32661
38697,13045,14976,13232,31456,0,22016,23477,15744,32651
38697,12079,41408,41376,24192,0,15712,21637,16965,32640
38697,16121,17120,18032,19952,48,10720,16763,13803,32651
38697,14311,16928,18048,35984,3387,26720,28208,27541,32651
38697,13505,46224,45376,22000,0,10944,27568,20869,32656
38697,13751,23584,23152,23520,0,14784,20459,18923,32656
38698,14508,24400,22352,13904,0,768,15600,12181,32656
38698,14135,20784,19632,26688,128,18016,16763,8933,32645
38698,13085,60960,61520,35872,741,26464,29472,32224,32661
38698,14449,58176,57648,26752,0,17904,36955,14485,32651
38698,14597,23456,24960,34032,1845,25216,32805,30715,32651
38698,13031,48640,49936,26256,0,17072,26341,12725,32645
38698,15134,43760,44480,26032,709,12112,16891,30976,32640
38698,15115,13568,11856,28272,0,16640,16880,19125,32656
38698,13266,32224,33600,18368,0,9552,15669,13168,32645
38698,15431,15664,15232,36432,2491,27232,33344,30160,32651
38698,15376,22784,24864,28576,0,20112,20075,13173,32651
38698,14800,25920,24400,25456,912,12800,23925,15008,32651
38698,13829,49936,47536,23984,779,17984,33355,14864,32651
38698,13495,23040,20944,31488,0,21936,23045,20976,32656
38698,12831,24784,22832,44192,10261,34512,55307,31221,32651
38698,14179,48064,48608,21680,0,11792,25803,11120,32651
38698,12471,18640,17040,30672,0,21216,25872,20651,32651
38698,14528,31440,31408,28480,0,18240,19131,20997,32645
38698,13219,19408,18080,24768,0,9104,22677,22064,32645
38698,13196,23664,21552,29024,0,21056,24203,24837,32656
38699,14222,23424,25280,45936,15280,36576,54197,32779,32672
38699,14996,23088,24672,33024,741,25056,27413,22891,32651
38699,14180,23440,24768,31904,3077,22992,16960,42496,32656
38699,12174,24784,23456,14944,0,2560,27451,11157,32651
38699,13609,31168,32000,22848,0,14352,19115,7813,32651
38699,13280,61712,60928,54960,31541,46768,41323,46357,32656
38699,13260,51456,51744,34128,0,24992,29877,11600,32651
38700,14376,34560,35200,20688,0,13568,16283,14805,32651
38700,14065,53408,55024,29120,384,18624,35824,15664,32651
38700,13739,42656,44720,15184,85,2656,21835,12555,32661
38700,13348,49440,47600,23440,0,16256,22405,9248,32651
38700,15725,21888,23792,29216,0,20480,15648,17915,32656
38700,13285,45120,46608,12688,0,3664,17680,13189,32645
38700,13469,12160,13632,32144,69,23232,29093,11141,32661
38700,13885,45424,44368,21968,0,13632,21771,9664,32645
38700,13668,62032,62464,57200,29445,47008,36608,61451,32672
38700,14458,36096,35872,15760,0,8928,15419,6949,32651
38700,14827,54896,53040,24512,0,13952,33328,14784,32645
38700,15242,58432,60208,39408,1957,28384,34437,33888,32656
38700,14272,51872,52976,39472,2197,30224,21013,10213,32645
