instrument,cruise,quantile,beads.fsc.small,beads.D1,beads.D2,width,notch.small.D1,notch.small.D2,notch.large.D1,notch.large.D2,offset.small.D1,offset.small.D2,offset.large.D1,offset.large.D2
740,SCOPE-PARAGONII,2.5,55984,56576,54720,15000,1.1,1.067,1.64,1.637,-5000,-5000,-35238,-36926
740,SCOPE-PARAGONII,50,56672,54496,52944,15000,1.05,1.022,1.635,1.632,-5000,-5000,-38163,-39545
740,SCOPE-PARAGONII,97.5,57344,52368,51552,15000,1,0.986,1.63,1.627,-5000,-5000,-41103,-41747
