time,pulse_width,D1,D2,fsc_small,fsc_perp,fsc_big,pe,chl_small,chl_big
13180,0,21264,22112,28883,28003,32752,23240,11347,32352
13180,0,24896,26128,24968,29016,32736,20699,7573,32368
13180,0,22240,23872,24789,19136,32752,24315,12699,32368
13180,0,16656,18112,18616,24213,32736,15309,9312,32352
13180,0,28624,29904,23267,22576,32736,15517,8176,32352
13180,0,46384,47104,37685,38909,32768,24213,43424,32352
13180,0,29952,30432,24275,30648,32752,18728,14101,32352
13180,0,19584,21184,29549,24936,32752,23632,13397,32368
13180,0,41456,43040,30325,36488,32752,23005,34629,32352
13180,0,47616,45584,50144,57115,32752,17344,19955,32352
13180,0,17904,17296,25635,24027,32736,24011,11195,32352
13180,0,15712,13584,24243,24648,32752,20739,13437,32352
13180,0,35824,33808,25981,33611,32768,30221,34467,32384
13180,0,20016,22144,22472,18675,32736,16611,11693,32352
13180,0,24016,23536,30592,36536,32752,23024,16413,32368
13180,0,23392,21152,22389,22840,32736,15763,11504,32368
13180,0,17616,17024,38771,35085,32752,32840,19587,32368
13180,0,22544,24624,25936,25168,32752,18928,15227,32368
13180,0,46032,44720,32245,32643,32736,16691,35968,32352
13180,0,31648,33728,26451,34771,32752,21339,12600,32368
13181,0,20032,20000,22091,20693,32736,22299,6312,32352
13181,0,35424,37248,17576,35635,32752,16616,38317,32368
13181,0,22864,21216,27624,26291,32736,20480,11672,32352
13181,0,25648,28064,29901,21984,32752,18789,14096,32352
13181,0,51552,49824,40512,48595,32784,33288,48805,32368
13181,0,56448,56320,53683,53013,32768,44216,23808,32384
13182,0,18192,17168,22664,21957,32736,15016,12728,32352
13182,0,46608,48544,39240,50075,32752,29389,46171,32352
13182,0,39152,39360,48763,45669,32752,19771,16157,32368
13182,0,22816,23936,22264,22517,32752,20077,6515,32368
13182,0,21872,24080,21728,19587,32736,18344,15171,32368
13182,0,45120,46016,32077,29813,32752,18400,35379,32384
13182,0,24608,26848,20544,21131,32736,20568,10405,32368
13182,0,25184,26448,29413,28915,32752,24808,8107,32352
13182,0,23968,26320,50160,47563,32768,27131,44621,32368
13182,0,22144,20320,23339,24120,32752,16424,5171,32368
13182,0,23248,25120,28259,27099,32752,27741,12296,32368
13182,0,47072,47360,34008,40901,32752,21115,40080,32368
