instrument,cruise,quantile,beads.fsc.small,beads.D1,beads.D2,width,notch.small.D1,notch.small.D2,notch.large.D1,notch.large.D2,offset.small.D1,offset.small.D2,offset.large.D1,offset.large.D2
740,KM1906,2.5,47184,42620,46800,5000,0.903,0.992,1.64,1.637,0,0,-34762,-30440
740,KM1906,50,47984,39552,43904,5000,0.824,0.915,1.635,1.632,0,0,-38902,-34406
740,KM1906,97.5,48624,35236,39376,5000,0.725,0.81,1.63,1.627,0,0,-44021,-39735
